                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4617,                 3.6619,                 2.7407,                0.00157,                 0.0648,                0.00096,                0.00027,                 4.2158,                 214.19,                 4.0781,               0.070033,              0.0033297,              0.0033297
